conta,data,posicao_usd,data_timestamp,nome_cliente,email,cidade,estado,data_abertura,tipo_conta,gestor_responsavel,retorno_diario,retorno_ytd,media_movel_30d,volatilidade_30d
ACC0001,2024-01-12,6435293.83,2024-01-12,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0006369867964813869,0.506205950637173,6425785.672499999,1.8213350164538733
ACC0001,2024-01-13,6437913.01,2024-01-13,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.00040700239479196654,0.547112217150536,6426718.544615384,1.736742891446325
ACC0001,2024-01-14,6420064.4,2024-01-14,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.002772421741684794,0.2683532171760872,6426243.2485714285,2.1873476531493092
ACC0001,2024-01-15,6404049.25,2024-01-15,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.002494546627912375,0.018229134771852173,6424763.648666667,2.3937838603256036
ACC0001,2024-01-16,6399057.73,2024-01-16,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0007794318571174852,-0.059728259308267084,6423157.0287500005,2.3295241983443784
ACC0001,2024-01-17,7038094.71,2024-01-17,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.0998642311045379,9.920730134454491,6459329.833529412,39.711618531503746
ACC0001,2024-01-18,7041709.74,2024-01-18,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.0005136375892844658,9.977189553293142,6491684.272777777,38.512999509946034
ACC0001,2024-01-19,7032629.72,2024-01-19,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0012894624083157336,9.835378101591964,6520155.085789474,37.45901519145249
ACC0001,2024-01-20,7018329.73,2024-01-20,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.002033377352333998,9.612041331275133,6545063.818,36.506106803029276
ACC0001,2024-01-21,7033855.61,2024-01-21,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.0022121901645109077,9.854524011020139,6568339.617619048,35.54698881650161
ACC0001,2024-01-22,7031864.97,2024-01-22,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.00028300836843597743,9.823434261414455,6589408.951818182,34.69402481416511
ACC0001,2024-01-23,7032917.48,2024-01-23,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.00014967721998226935,9.839872327743615,6608691.931304349,33.892689768417235
ACC0001,2024-01-24,7018487.79,2024-01-24,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.00205173600302222,9.614509907121427,6625766.75875,33.18394219863952
ACC0001,2024-01-25,7013202.75,2024-01-25,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0007530169116387597,9.531968327400374,6641264.1984,32.49412651203062
ACC0001,2024-01-26,7014701.41,2024-01-26,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.00021369124113812532,9.555374349656542,6655627.168076923,31.83254288231467
ACC0001,2024-01-27,7003141.94,2024-01-27,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0016478919521109026,9.374838929955253,6668498.085555555,31.23612813082503
ACC0001,2024-01-28,7007373.87,2024-01-28,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.0006042901937812761,9.440933072567015,6680600.792142858,30.643464845529973
ACC0001,2024-01-29,7001515.66,2024-01-29,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0008360064852654947,9.349439742764854,6691666.822068966,30.098961849653342
ACC0001,2024-01-30,6998853.34,2024-01-30,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.00038024909595080203,9.307859717159928,6701906.372666667,29.577151522113944
ACC0001,2024-01-31,6992991.23,2024-01-31,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0008375814887413568,9.216305477286912,6721576.678333333,29.086639927165493
ACC0001,2024-02-01,7012449.56,2024-02-01,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.0027825474621678836,9.520205030920081,6741928.444,29.07058097875869
ACC0001,2024-02-02,7012660.97,2024-02-02,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,3.0147810432090694e-05,9.523506825299854,6762072.679666666,29.078333102815723
ACC0001,2024-02-03,7002069.88,2024-02-03,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0015102811964400331,9.358095532373433,6781373.2486666655,29.109081205493652
ACC0001,2024-02-04,7010916.86,2024-02-04,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.0012634806780877916,9.496267373071078,6801031.955,29.097092227660127
ACC0001,2024-02-05,6998641.2,2024-02-05,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0017509350410411795,9.304546521664347,6820344.687333333,29.11484330336784
ACC0001,2024-02-06,7001147.93,2024-02-06,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.00035817381236791235,9.343696547801162,6839231.775666667,29.124704662211432
ACC0001,2024-02-07,6981258.69,2024-02-07,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0028408541283313493,9.033067056056332,6857202.329666666,29.16946888165261
ACC0001,2024-02-08,6967929.46,2024-02-08,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0019092875070069182,8.824891583275551,6874866.5479999995,29.184901866509737
ACC0001,2024-02-09,6970301.82,2024-02-09,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.00034046842948387557,8.861943023201668,6892427.339333334,29.188226541915128
ACC0001,2024-02-10,6978244.12,2024-02-10,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.0011394485066931193,8.985985601615166,6910388.955333333,29.17474615063864
ACC0001,2024-02-11,6980357.56,2024-02-11,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.0003028612876900816,9.018993237554662,6928557.746333334,29.166295287761574
ACC0001,2024-02-12,6979516.11,2024-02-12,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.00012054540082895304,9.005851499316876,6946611.182999999,29.170562332374693
ACC0001,2024-02-13,6976765.26,2024-02-13,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0003941319078064609,8.962888815103366,6965167.878333334,29.138859495484343
ACC0001,2024-02-14,6961897.34,2024-02-14,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0021310620962471383,8.730682132851907,6983762.814666668,29.133170703144184
ACC0001,2024-02-15,6954852.88,2024-02-15,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0010118592182515318,8.620661989829003,7002289.319666667,29.13582763266397
ACC0001,2024-02-16,6950474.95,2024-02-16,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0006294784484355276,8.552287624051601,6999368.661,2.0732464150494576
ACC0001,2024-02-17,6961661.95,2024-02-17,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.001609530295479944,8.727005819626177,6996700.401333334,2.1392565259660783
ACC0001,2024-02-18,6965539.36,2024-02-18,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.0005569661422586414,8.787563080616877,6994464.056,2.1379901183891823
ACC0001,2024-02-19,6947771.76,2024-02-19,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.002550785959524071,8.510069292139978,6992112.1236666655,2.178918614476932
ACC0001,2024-02-20,6951441.22,2024-02-20,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.0005281491860635867,8.567378796916337,6989364.977333333,2.0591662077771344
ACC0001,2024-02-21,6947840.26,2024-02-21,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0005180163200746435,8.511139122871803,6986564.153666667,2.0592120210570113
ACC0001,2024-02-22,6941249.95,2024-02-22,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.000948540805974063,8.40821187951104,6983508.569333333,2.058346074914309
ACC0001,2024-02-23,6947860.84,2024-02-23,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.000952406273743156,8.511460540630367,6981154.337666666,2.0375281225028568
ACC0001,2024-02-24,6958775.89,2024-02-24,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.001570994332120268,8.68193143010978,6979340.108999999,2.106392147696392
ACC0001,2024-02-25,6968684.4,2024-02-25,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.0014238869244573849,8.836682211197889,6977806.208666666,2.1585389998887985
ACC0001,2024-02-26,6960405.89,2024-02-26,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0011879588061127766,8.707388716136988,6976381.673666667,2.136071560833532
ACC0001,2024-02-27,6957579.32,2024-02-27,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.00040609269698776984,8.663243439470758,6974721.855333333,2.1229159605286223
ACC0001,2024-02-28,6961327.65,2024-02-28,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.0005387405342580642,8.721784733295568,6973382.255,2.1265859308918205
ACC0001,2024-02-29,6971694.36,2024-02-29,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.0014891857589838242,8.88369166681169,6972476.955666666,2.1804683455595706
ACC0001,2024-03-01,6967115.21,2024-03-01,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0006568202453443028,8.812174653737115,6971614.421666667,2.175986378255481
ACC0001,2024-03-02,6965555.78,2024-03-02,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.00022382721585567644,8.787819527633168,6970051.295666667,1.9940415484682308
ACC0001,2024-03-03,6954536.19,2024-03-03,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0015820115936246992,8.615715935895295,6968113.803,2.0306728119644695
ACC0001,2024-03-04,6942612.01,2024-03-04,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.001714590257959503,8.429484487490324,6966131.874,2.042288697334894
ACC0001,2024-03-05,6951281.25,2024-03-05,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.0012487000551828498,8.564880390753293,6964144.020333333,2.0413201243333745
ACC0001,2024-03-06,6965536.87,2024-03-06,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.002050790276972414,8.787524191879314,6963040.542666667,2.1004203817746294
ACC0001,2024-03-07,6965145.61,2024-03-07,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-5.617083181119753e-05,8.781413506154777,6961840.465333333,2.095012144676921
ACC0001,2024-03-08,6975805.59,2024-03-08,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.0015304748237703336,8.947900720820101,6961658.695333334,1.9914523597207257
ACC0001,2024-03-09,6979876.29,2024-03-09,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.0005835455056022454,9.011476778630545,6962056.9229999995,1.916156861963697
ACC0001,2024-03-10,6973583.06,2024-03-10,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0009016248624659218,8.913189320872794,6962166.297666667,1.9339687050748844
ACC0001,2024-03-11,6977649.99,2024-03-11,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.0005831908740470126,8.976706498948083,6962146.493333334,1.912500372047479
ACC0001,2024-03-12,6993831.0,2024-03-12,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.002318977022807145,9.229420977340318,6962595.608,2.026317258550258
ACC0001,2024-03-13,6993811.47,2024-03-13,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-2.7924609560248115e-06,9.229115958446998,6963072.120000001,2.0256672617594926
ACC0001,2024-03-14,7010304.47,2024-03-14,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.00235822770898908,9.486703086328596,6964190.093666667,2.1255909836506763
ACC0001,2024-03-15,6983562.96,2024-03-15,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0038146003664231154,9.069055068617038,6964912.2809999995,2.329542864796337
ACC0001,2024-03-16,6992379.94,2024-03-16,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.0012625331869278167,9.206758370308021,6966163.182999999,2.328084070006134
ACC0001,2024-03-17,6993627.87,2024-03-17,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.00017846999315085377,9.226248499726397,6967601.613666667,2.315401607802984
ACC0001,2024-03-18,6990893.1,2024-03-18,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.00039103739158496964,9.183536952420447,6968575.985333333,2.28249064933314
ACC0001,2024-03-19,6992189.38,2024-03-19,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.00018542409123667447,9.20378221053786,6969464.3193333335,2.279139958963059
ACC0001,2024-03-20,6972037.81,2024-03-20,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0028820114709193767,8.889055657539323,6970273.187666667,2.3147170655931286
ACC0001,2024-03-21,6970127.45,2024-03-21,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0002740031038356294,8.859219718315426,6970896.062000001,2.314018661781116
ACC0001,2024-03-22,6974148.33,2024-03-22,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.000576873239240383,8.922017689015505,6971772.997666666,2.310754471953215
ACC0001,2024-03-23,6989702.46,2024-03-23,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.0022302551170430007,9.16494157632508,6973388.081333334,2.365204623890217
ACC0001,2024-03-24,6984708.34,2024-03-24,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0007144967941883351,9.086943575531059,6974616.331333334,2.370479862748062
ACC0001,2024-03-25,6976727.37,2024-03-25,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0011426346830109013,8.962297050337998,6975214.714000001,2.3623088507824113
ACC0001,2024-03-26,6971912.48,2024-03-26,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0006901358967678073,8.88709825774927,6975322.316666666,2.337672783827157
ACC0001,2024-03-27,6981676.4,2024-03-27,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.0014004650844383626,9.03959083700505,6976031.333666666,2.342154798753659
ACC0001,2024-03-28,6985411.83,2024-03-28,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.0005350333911207095,9.097930659056995,6976959.084000001,2.3402691642162488
ACC0001,2024-03-29,6980302.38,2024-03-29,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.000731445779339257,9.018131438141786,6977591.575,2.3501206739589566
ACC0001,2024-03-30,6985937.11,2024-03-30,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.000807232938238478,9.106134464703874,6978066.333333333,2.32304016941615
ACC0001,2024-03-31,6987287.26,2024-03-31,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.00019326684147591422,9.1272210626975,6978738.735,2.3130015365711887
ACC0001,2024-04-01,6997621.52,2024-04-01,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.00147900889364605,9.288621193188117,6979807.592999999,2.3448841451104765
ACC0001,2024-04-02,6990724.57,2024-04-02,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0009856134659880222,9.18090485646086,6981013.872333334,2.3126619516869464
ACC0001,2024-04-03,6987695.42,2024-04-03,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.000433309876489707,9.133595692062467,6982516.6526666675,2.2507220428863555
ACC0001,2024-04-04,6984003.25,2024-04-04,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0005283816448885537,9.075931503258094,6983607.386000001,2.23881936410644
ACC0001,2024-04-05,6969274.51,2024-04-05,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.002108925135451578,8.845898529638085,6983731.974,2.2576713445524215
ACC0001,2024-04-06,7531739.51,2024-04-06,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.08070639191969486,17.630458275222406,7002618.437333333,23.49343825031983
ACC0001,2024-04-07,7535017.08,2024-04-07,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.0004351677319227587,17.681647254955067,7021258.820333333,23.500364380543626
ACC0001,2024-04-08,7535451.12,2024-04-08,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,5.760305456403714e-05,17.688426077303077,7039777.981333333,23.504924586782387
ACC0001,2024-04-09,7533220.58,2024-04-09,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.00029600616664871016,17.65358957744101,7058432.565333334,23.49761148188302
ACC0001,2024-04-10,7517868.61,2024-04-10,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0020379026257053567,17.413823018317487,7076439.852666666,23.53016503135125
ACC0001,2024-04-11,7513579.83,2024-04-11,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0005704781797191139,17.346840994288137,7093764.813666667,23.54794974449268
ACC0001,2024-04-12,7510157.28,2024-04-12,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.00045551522409259526,17.29338772171607,7110976.340666667,23.552485107892352
ACC0001,2024-04-13,7501644.78,2024-04-13,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0011334649438926592,17.160439778583104,7127354.351,23.57576189154093
ACC0001,2024-04-14,7500235.44,2024-04-14,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0001878707991822548,17.138428753129343,7144576.767000001,23.516554743278668
ACC0001,2024-04-15,7505081.47,2024-04-15,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.000646117050426831,17.21411388920695,7161666.818000001,23.520012583844345
ACC0001,2024-04-16,7526340.12,2024-04-16,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.002832567519083895,17.546130780987724,7179423.893000001,23.51019509840711
ACC0001,2024-04-17,7528655.2,2024-04-17,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.00030759704758076545,17.582287623770476,7197349.2963333335,23.503469721724894
ACC0001,2024-04-18,7531892.51,2024-04-18,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.0004299984411557656,17.63284782415624,7215339.400666666,23.501416663482736
ACC0001,2024-04-19,7531442.37,2024-04-19,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-5.976452789280273e-05,17.625817552541335,7233986.219333333,23.45859196181171
ACC0001,2024-04-20,7510501.03,2024-04-20,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.00278052184046651,17.29875639783378,7251998.672,23.49720103824492
ACC0001,2024-04-21,7510583.24,2024-04-21,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,1.0946007419798676e-05,17.30004035089163,7269879.835666668,23.50199193916794
ACC0001,2024-04-22,7511626.54,2024-04-22,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.0001389106500335746,17.316334575745728,7287277.305000001,23.51246259579747
ACC0001,2024-04-23,7539298.2,2024-04-23,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.0036838439521249544,17.748509645358055,7305763.633666666,23.494692807445038
ACC0001,2024-04-24,7537536.16,2024-04-24,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.000233714061077972,17.720990162982964,7324457.260000001,23.483414754936728
ACC0001,2024-04-25,7541266.51,2024-04-25,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.0004949030984151559,17.779250645763113,7343435.727666667,23.471140424234537
ACC0001,2024-04-26,7541257.85,2024-04-26,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-1.1483482235119524e-06,17.779115394169853,7362088.442666667,23.481503573157305
ACC0001,2024-04-27,7528633.93,2024-04-27,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,-0.0016739806874525032,17.58195542961478,7380195.846,23.507701123769685
ACC0001,2024-04-28,7541703.31,2024-04-28,Luigi Brito,camargoravi-lucca@example.net,Cardoso,Maranhão,2020-10-21,Standard,Daniela Teixeira,0.0017359563662566746,17.78607257369973,7398909.210333333,23.488183184918796
